Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
6/30/21,43342,5098-89496,Oyster Bay,Nassau,NY,11771,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/2/16,8/30/16,Complete,NRG Residential Solar Solutions,Enphase Energy,M215-60-2LL-S2X-IG,20,Canadian Solar,CS6P-260P,20,14867.5,677,5.05,4751,No,No,No,No,POINT (-73.526447 40.867468)
6/30/21,43133,4944-89202,Hicksville,Nassau,NY,11801,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,2/1/16,12/16/16,Complete,SunRun Inc.,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),16,REC Solar,REC275TP,16,12999,880,4.4,5965,No,No,No,No,POINT (-73.523021 40.762643)
6/30/21,170165,,Wantagh,Nassau,NY,11793,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/17/19,7/8/19,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [240V],35,"Jinko Solar Co., Ltd",JKM300M-60,35,38535,,10.5,11626,,No,No,Yes,POINT (-73.510289 40.683611)
6/30/21,2686,2062-2,Southampton,,NY,11968,Non-Residential,Residential/Small Commercial,ARRA Projects,Long Island Power Authority,,10/25/11,10/25/11,Complete,,SMA America,SB6000US (240V),3,Evergreen Solar,ES-A-210-fa3,68,,,14.28,16098,,No,No,No,POINT (-72.411951 40.905862)
6/30/21,90610,,South Salem,Westchester,NY,10590,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,6/14/17,7/5/17,Complete,"Apex Solar Power, LLC",SolarEdge Technologies,SE3000H-US,1,Trina Solar,TSM-275DD05A.05(II),9,7688,752,2.48,2516,,No,No,No,POINT (-73.540228 41.255326)
6/30/21,148352,,Queens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,8/14/18,10/2/18,Complete,SunPower Capital LLC,SunPower,SPR-X22-360-D-AC [208V],8,SunPower,SPR-X22-360-D-AC,8,13536,864,2.88,3384,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,7146,4704-57891,Brentwood,Suffolk,NY,11717,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,1/28/15,6/7/17,Complete,Tesla Energy Operations Inc.,ABB,PVI-4.2-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,25,35700,765,6.38,4152,No,No,No,No,POINT (-73.247736 40.78528)
6/30/21,63382,4704-94566,Bay Shore,Suffolk,NY,11706,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,4/1/16,8/29/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-4.2-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,21,29988,782,5.36,6849,No,No,No,No,POINT (-73.255404 40.729218)
6/30/21,141955,,Queens,Queens,NY,11433,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,8/24/18,3/8/19,Complete,SunPower Capital LLC,SunPower,SPR-X21-350-BLK-D-AC [240V],8,SunPower,SPR-X21-350-BLK-D-AC,8,14924,840,2.8,3214,,No,No,No,POINT (-73.787795 40.697789)
6/30/21,155302,,North Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/18/18,11/16/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,28,39623.4,,9.94,12795,,No,No,Yes,POINT (-73.534468 40.677262)
6/30/21,262294,,Staten Island,Richmond,NY,10305,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/12/20,11/3/20,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [240V],12,LG Electronics Inc.,LG335N1C-V5,12,18693,804,4.02,4760,,No,No,No,POINT (-74.074837 40.597982)
6/30/21,92749,,Ronkonkoma,Suffolk,NY,11779,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/2/17,10/5/17,Complete,GreenLeaf Solar,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) (240V),10,LG Electronics,LG320N1C-G4,10,12319,,3.2,3650,,No,No,Yes,POINT (-73.116858 40.815879)
6/30/21,2330,17942-12,Highland,,NY,12528,Residential,Residential/Small Commercial,ARRA Projects,Central Hudson Gas and Electric,,6/30/11,6/30/11,Complete,Hudson Valley Clean Energy,SunPower,SPR-4000m (240V),1,SunPower,SPR-230E-WHT-D,16,,,3.68,3517,,No,No,No,POINT (-73.991662 41.730554)
6/30/21,181932,,Bronx,Bronx,NY,10469,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/11/19,4/29/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,LG Electronics Inc.,LG360Q1C-A5,9,11526,739,3.24,3389,,No,No,No,POINT (-73.847397 40.86878)
6/30/21,252883,,East Northport,Suffolk,NY,11731,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/23/20,11/10/20,Complete,GreenLeaf Solar,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],10,"S-Energy Co., Ltd.",SN370M-10(B),10,13875,,3.7,4090,,No,No,Yes,POINT (-73.317892 40.864834)
6/30/21,190799,,Orchard Park,Erie,NY,14127,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,7/2/19,10/9/19,Complete,"Solcius, LLC",SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Mission Solar Energy LLC.,MSE310SQ8T,22,27028,907,6.82,3260,,No,No,No,POINT (-78.749616 42.759115)
6/30/21,168390,,Bronx,Bronx,NY,10465,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,1/11/19,3/12/19,Complete,Momentum Solar (dba for Pro Custom Solar LLC),Enphase Energy Inc.,IQ7-60-x-US [208V],10,Hanwha Q Cells,Q.PEAK DUO BLK-G5 315,10,12600,945,3.15,4224,,No,No,No,POINT (-73.820974 40.825915)
6/30/21,94851,,Accord,Ulster,NY,12404,Residential,Residential/Small Commercial,PON 2112,Central Hudson Gas and Electric,Lease,9/13/17,10/23/17,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Hanwha Q CELLS,Q.PEAK G4.1/SC 300,13,16614,842,3.9,2546,,No,No,No,POINT (-74.237173 41.820279)
6/30/21,9993,4978-91021,Lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/19/16,8/30/16,Complete,SunRun Inc.,SolarEdge Technologies,SE3000 (240V) w/ -ER-US or A-US,1,Canadian Solar,CS6P-260P,11,11068.2,572,2.86,4034,No,No,No,No,POINT (-73.374734 40.690158)
6/30/21,209352,,Brooklyn,Kings,NY,11234,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,8/23/19,10/15/19,Complete,Venture Home Solar LLC,SunPower,SPR-X22-360-D-AC [208V],6,Sunpower,SPR-X22-360-D-AC,6,12376.8,648,2.16,2684,,No,No,No,POINT (-73.919271 40.615992)
6/30/21,314068,,Jamaica,Queens,NY,11436,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,6/21/21,,Pipeline,,Enphase Energy Inc.,IQ7-60-2-US [240V],10,LG Electronics Inc.,LG350N1K-A6,10,13370,420,3.5,2836,,No,No,No,POINT (-73.796836 40.675692)
6/30/21,260030,,Jamaica,Queens,NY,11435,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,8/28/20,12/3/20,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],13,LG Electronics Inc.,LG350N1C-V5,13,17335.5,910,4.55,4580,,No,No,No,POINT (-73.810107 40.701344)
6/30/21,142575,,Elmont,Nassau,NY,11003,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/5/18,12/31/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Silfab,SLG370M,24,31814.4,,8.88,8215,,No,No,Yes,POINT (-73.705417 40.699473)
6/30/21,92760,,SAG HARBOR,Suffolk,NY,11963,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/24/17,2/12/18,Complete,Harvest Power,Enphase Energy Inc.,IQ6PLUS-72-x-US (240V),43,Trina Solar,TSM-280DD05A.05(II),43,42848,,12.04,9901,,No,No,Yes,POINT (-72.305802 40.976154)
6/30/21,238611,,Brooklyn,Kings,NY,11234,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2/29/20,5/8/20,Complete,1st Light Energy,SMA America,SB3.8-1SP-US-40 [208V],1,AXITEC,AC-320MH/120S,13,28356.29,832,4.16,5449,,No,No,No,POINT (-73.919271 40.615992)
6/30/21,218789,,Brooklyn,Kings,NY,11228,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/29/19,2/17/20,Complete,Kamtech Restoration Corp,SunPower,SPR-E20-327-E-AC [208V],10,Sunpower,SPR-E20-327-E-AC,10,17813,981,3.27,3665,,No,No,No,POINT (-74.01254 40.617485)
6/30/21,284301,,Cortlandt MNR,Westchester,NY,10567,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,1/15/21,,Pipeline,,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,"Jinko Solar Co., Ltd",JKM320M-60HBL,13,13445.36,449,4.16,2821,,No,No,No,POINT (-73.921894 41.290357)
6/30/21,7115,4704-57474,Brentwood,Suffolk,NY,11717,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,1/22/15,6/25/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,16,22848,771,4.08,3780,No,No,No,No,POINT (-73.247736 40.78528)
6/30/21,125820,,Staten Island,Richmond,NY,10314,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/13/18,6/26/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,LG Electronics Inc.,LG350Q1C-A5,13,21024,887,4.55,3951,,No,No,No,POINT (-74.152798 40.604049)
6/30/21,252707,,West Babylon,Suffolk,NY,11704,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/2/20,7/27/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],26,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,26,32586.14,,8.84,10123,,No,No,Yes,POINT (-73.35823 40.718568)
6/30/21,260125,,East Quogue,Suffolk,NY,11942,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/28/20,3/18/21,Complete,Surf Clean Energy Inc,SolarEdge Technologies Ltd.,SE7600A-US [240V],1,JA Solar,JAM72S09-390/PR,24,69900,0,9.36,8490,,No,No,Yes,POINT (-72.586036 40.846389)
6/30/21,288320,,Bethpage,Nassau,NY,11714,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/20/21,3/3/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],10,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,10,19092.9,,3.8,5157,,No,No,Yes,POINT (-73.484996 40.740895)
6/30/21,2369,17946-2,Crown Point,,NY,12928,Residential,Residential/Small Commercial,ARRA Projects,National Grid,,11/24/10,11/24/10,Complete,Tesla Energy Operations Inc.,Enphase Energy,M190-72-240-S12,33,Yingli Energy (China),YL230P-29b,33,,,7.59,7023,,No,No,No,POINT (-73.489355 43.953193)
6/30/21,246128,,Yonkers,Westchester,NY,10710,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/7/20,10/14/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],12,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-305M,12,12670,366,3.66,2409,,No,No,No,POINT (-73.846594 40.965905)
6/30/21,88717,,Flanders,Suffolk,NY,11901,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/7/17,10/2/17,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE6000 (240V),1,LG Electronics,LG330N1C-A5,21,25987.5,,6.93,6286,,No,No,Yes,POINT (-72.64848 40.932807)
6/30/21,262395,,Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/11/20,10/21/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],14,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,14,27194.46,,4.76,5941,,No,No,Yes,POINT (-73.534468 40.677262)
6/30/21,209828,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,8/27/19,9/24/19,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [240V],9,LG Electronics Inc.,LG335N1C-A5,9,12150.45,904,3.02,3094,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,250122,,Staten Island,Richmond,NY,10306,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,6/19/20,8/12/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],18,LG Electronics Inc.,LG330N1C-A5,18,16622,737,5.94,4964,,No,No,No,POINT (-74.11862 40.568821)
6/30/21,240542,,Staten Island,Richmond,NY,10308,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,3/14/20,3/19/20,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [240V],10,LG Electronics Inc.,LG350Q1C-A5,10,21945,700,3.5,4191,,No,No,No,POINT (-74.150769 40.551772)
6/30/21,303602,,Staten Island,Richmond,NY,10306,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/20/21,,Pipeline,,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPH-360M,8,9502,576,2.88,3008,,No,No,No,POINT (-74.11862 40.568821)
6/30/21,54120,5156-63607,Glen Head,Nassau,NY,11545,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,5/15/15,4/12/16,Complete,Long Island Power Solutions,Enphase Energy,M215-60-2LL-S2X-IG-ZC-NA,12,Sun Edison,SE-F270KzD-3y,12,13407,648,3.24,4116,No,No,No,No,POINT (-73.597725 40.827328)
6/30/21,103856,,Yonkers,Westchester,NY,10507,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/22/17,10/22/18,Complete,SunPower Capital LLC,SunPower,SPR-X21-345-C-AC (240V),12,SunPower,SPR-X21-345-C-AC,12,21155.4,878,4.14,3003,,No,No,No,POINT (-73.690134 41.232149)
6/30/21,237888,,Jamaica,Queens,NY,11436,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2/26/20,6/8/20,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],11,LG Electronics Inc.,LG350N1C-V5,11,16247,770,3.85,4419,,No,No,No,POINT (-73.796836 40.675692)
6/30/21,51418,4355-0238-Financing,Oakdale,Suffolk,NY,11769,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,7/12/16,8/30/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,SunPower,SPR-X21-345,20,26031,,6.9,6544,No,No,No,Yes,POINT (-73.131017 40.739354)
6/30/21,307171,,Bayside,Queens,NY,11360,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,5/10/21,6/30/21,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],11,Hanwha Q CELLS,Q.PEAK DUO BLK-G8+ 340,11,12865.6,748,3.74,3731,,No,No,No,POINT (-73.781787 40.780396)
6/30/21,148200,,Wantagh,Nassau,NY,11793,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/17/18,10/29/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE6000H-US [240V],1,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA16,20,29014,,6.6,6963,,No,No,Yes,POINT (-73.510289 40.683611)
6/30/21,78653,,Queens,Queens,NY,11412,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,1/11/17,3/2/17,Complete,SunRun Inc.,SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,LG Electronics,LG310N1C-G4,9,14443,781,2.79,2637,,No,No,No,POINT (-73.759234 40.698064)
6/30/21,128061,,Bronx,Bronx,NY,10473,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,7/6/18,8/29/18,Complete,SunRun Inc.,Enphase Energy Inc.,IQ6-60-x-US [240V],15,REC Solar,REC290TP2 BLK,15,13257,861,4.35,3909,,No,No,No,POINT (-73.856919 40.819283)
6/30/21,188804,,Jamaica,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/11/19,7/25/19,Complete,SunRun Inc.,"Ningbo Ginlong Technologies Co.,Ltd.",Solis-1P3K-4G-US [240V],1,LG Electronics Inc.,LG360Q1C-A5,9,15221.99,972,3.24,3632,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,262377,,MASSAPEQUA,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/10/20,10/20/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],13,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,13,20055.57,,4.42,5380,,No,No,Yes,POINT (-73.460296 40.682417)
6/30/21,7748,5159-66979,Levittown,Nassau,NY,11756,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,6/23/15,12/16/15,Complete,Level Solar,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-B3,14,21420,840,4.2,5678,No,No,No,No,POINT (-73.517198 40.725845)
6/30/21,181050,,East Rockaway,Nassau,NY,11518,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/29/19,5/16/19,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [240V],27,"Jinko Solar Co., Ltd",JKM300M-60,27,36750,,8.1,9079,,No,No,Yes,POINT (-73.667444 40.639907)
6/30/21,10689,4355-0345-Financing,Manorville,Suffolk,NY,11949,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,8/18/16,11/30/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE 7600A-US (240V),1,SunPower,SPR-X21-345,27,36721,,9.32,10594,No,No,No,Yes,POINT (-72.789301 40.85473)
6/30/21,45333,5137-94904,Plainview,Nassau,NY,11803,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,4/7/16,1/4/17,Complete,Sungevity Development LLC,ABB,PVI-3.8-OUTD-S-US-A (240V),1,Trina Solar,TSM-255PD05.05,18,16156.8,918,4.59,5713,No,No,No,No,POINT (-73.476569 40.781109)
6/30/21,78833,,Westbury,Nassau,NY,11590,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/12/17,4/3/17,Complete,National Energy Connection,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),16,LG Electronics,LG310N1C-G4,16,19244.8,,4.96,6280,,No,No,Yes,POINT (-73.575268 40.75606)
6/30/21,240351,,Bronx,Bronx,NY,10462,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/7/20,9/22/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],10,LG Electronics Inc.,LG345N1C-V5,10,10462,690,3.45,4013,,No,No,No,POINT (-73.857475 40.841597)
6/30/21,255662,,Queens,Queens,NY,11436,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,7/29/20,10/30/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],8,LG Electronics Inc.,LG330N1C-A5,8,11778,528,2.64,3387,,No,No,No,POINT (-73.796836 40.675692)
6/30/21,190501,,Bronx,Bronx,NY,10465,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/18/19,10/29/19,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],7,LG Electronics Inc.,LG335N1C-A5,7,11138.75,704,2.35,3113,,No,No,No,POINT (-73.820974 40.825915)
6/30/21,79715,,Huntington,Suffolk,NY,11746,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/5/17,5/31/17,Complete,BUILT WELL SOLAR CORP,SolarEdge Technologies,SE 7600A-US (240V),1,LG Electronics,LG320N1C-G4,24,25344,,7.68,7737,,No,No,Yes,POINT (-73.364729 40.815715)
6/30/21,253494,,Kenmore,Erie,NY,14217,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/21/20,8/27/20,Complete,"Buffalo Solar Solutions, Inc.",SolarEdge Technologies Ltd.,SE7600A-US [277V],0,Hanwha Q CELLS,Q.PEAK-G4.1 305,3,2108.24,320,0.92,1134,,No,No,No,POINT (-78.874694 42.970263)
6/30/21,117899,,Staten Island,Richmond,NY,10304,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/21/18,5/7/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,REC Solar,REC290TP2 BLK,9,14392,793,2.61,2681,,No,No,No,POINT (-74.092177 40.606587)
6/30/21,260161,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/29/20,11/19/20,Complete,Momentum Solar (dba for Pro Custom Solar LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],12,LG Electronics Inc.,LG350N1C-V5,12,26546.7,840,4.2,4708,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,213559,,Staten Island,Richmond,NY,10305,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,9/25/19,10/21/19,Complete,SunRun Inc.,"Ningbo Ginlong Technologies Co.,Ltd.",Solis-1P3K-4G-US [240V],1,LG Electronics Inc.,LG330N1C-A5,9,13442.99,891,2.97,3437,,No,No,No,POINT (-74.074837 40.597982)
6/30/21,250383,,Brooklyn,Kings,NY,11216,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/18/20,8/18/20,Complete,"Brooklyn SolarWorks, LLC",SMA America,SB5.0-1SP-US-40 [208V],1,LG Electronics Inc.,LG370Q1C-V5,12,31937.13,888,4.44,5735,,No,No,No,POINT (-73.948978 40.680888)
6/30/21,153897,,Bellmore,Nassau,NY,11710,Non-Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/14/18,1/29/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE6000H-US [240V],1,LG Electronics Inc.,LG400N2W-A5,16,15936,960,6.4,7522,,No,No,No,POINT (-73.534468 40.677262)
6/30/21,180795,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,3/28/19,8/14/19,Complete,SunPower Capital LLC,SunPower,SPR-X22-360-D-AC [208V],9,Sunpower,SPR-X22-360-D-AC,9,14158.8,972,3.24,3902,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,264360,,Queens,Queens,NY,11426,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,10/10/20,12/17/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],9,LG Electronics Inc.,LG345N1C-V5,9,7244,304,3.11,2069,,No,No,No,POINT (-73.72377 40.735486)
6/30/21,42585,4704-86663,Mount Sinai,Suffolk,NY,11766,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,1/14/16,4/25/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-6000-OUTD-US-Z-A (240V),1,Canadian Solar,CS6P-250PX,30,42000,660,7.5,6272,No,No,No,No,POINT (-73.012163 40.931498)
6/30/21,125692,,Port Washington,Nassau,NY,11050,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/11/18,11/16/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE6000H-US [240V],1,CertainTeed,CT285M11-01,26,33131.8,,7.41,8214,,No,No,Yes,POINT (-73.692953 40.836271)
6/30/21,88790,,Queens Village,Queens,NY,11429,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,5/23/17,7/14/17,Complete,Level Solar,SolarEdge Technologies,SE5000 (208V),1,CertainTeed,CT290M11-02,8,11319.28,928,2.32,2624,,No,No,No,POINT (-73.73906 40.70975)
